corpus,user/qirim/corpus_28_06_crimean_tatar
latıf,1
sorayıh,1
vladivostokta,1
latışlarmı,1
latışev,1
vlasovcı,1
vlasovcılarnı,1
latışnıñ,1
doğrulığından,1
atlant,1
ametnin,1
sorağance,1
sorağancek,1
sorağandır,1
vlksm,1
sorağanlarda,1
sorağanlarmı,1
sorağanlarnı,1
vmerla,1
laureatlar,1
vniñ,1
laureatlarını,1
laureatları,1
laureati,1
sorağanıma,1
vod,1
vodka,1
voblanen,1
vodopoynıy,1
vodoprovodlarnı,1
laval,1
doğrulışlarnı,1
doğrulığıña,1
vodoroddan,1
sorağaydın,1
lavaşnıñ,1
lavazamati,1
voir,1
soraşamız,1
lavhul,1
lavhalarını,1
doğrulışnı,1
soraşmaq,1
vojdu,1
lavnı,1
lavlav,1
vokalci,1
doğrulışına,1
bayraqtır,1
bayraqtan,1
atlanu,1
akamnen,1
akamiyet,1
adetimizce,1
soraştıramız,1
vokzallar,1
lavranıñ,1
vokzallarnı,1
lavrenöv,1
lavrasınıñ,1
doğrulışındaki,1
soraştırmadan,1
vokzalğace,1
vokzalındaki,1
lavrinenkovğa,1
lavrinenkovnıñ,1
doğrulışını,1
bayraçlı,1
volf,1
lavro,1
lavrovnı,1
lavrovğa,1
doğrunı,1
doğrunen,1
soraştırıl,1
soraştırın,1
volgañızda,1
volgağa,1
lavuldap,1
soraşuvlar,1
volgograd,1
lavım,1
lavıldatıp,1
lavsıñ,1
bayraçıqlarnı,1
atlanuben,1
volkov,1
volkodavova,1
sorduğum,1
layaqatlı,1
layaqaytsız,1
doğrusuzlıqqa,1
doğrusunı,1
laydan,1
sorhoş,1
volno,1
layla,1
layda,1
bayraçıqları,1
sormamağa,1
volodina,1
sormayıp,1
volodkin,1
layması,1
laynerge,1
laynerden,1
doğrusında,1
vologda,1
sornâk,1
sorokin,1
sorokinde,1
laynerniñ,1
layneri,1
sorpanı,1
volosdağı,1
laynı,1
laynerı,1
doğrutıla,1
bayrağiñ,1
atlanğanda,1
atlanub,1
volostlarğa,1
layoş,1
laynıñ,1
volostı,1
voloçayev,1
volosttağı,1
doğrutılsa,1
sortları,1
voloşinge,1
voloşinler,1
laz,1
sorub,1
sorucı,1
sorucığa,1
sorulmaz,1
sorumlar,1
sorumlarına,1
sorun,1
voloşına,1
sorur,1
volterler,1
lazareti,1
doğrutılğanlar,1
doğrutıldı,1
soruyorsız,1
volâ,1
volınge,1
lazaretine,1
sorüden,1
sorüniñ,1
sorğan,1
voma,1
lazaretlerde,1
lazaretke,1
lazaretinden,1
sorğucılarğa,1
vorkutanıñ,1
vorojba,1
lazaretten,1
voronejden,1
doğrıltıp,1
bayrağımıznen,1
bayrağımızdaki,1
atlanğıl,1
sorğucısınıñ,1
sorğucıñız,1
voronejniñ,1
voroninnen,1
voronejge,1
vorontsovnıñ,1
voroşilovabad,1
lazeretten,1
lazarni,1
voroşilovqa,1
laziz,1
lazerininiñ,1
vostoçnoye,1
laçira,1
doğsaq,1
doğsalar,1
doğrımı,1
sorğusını,1
voyenkomatlarğa,1
voyenkomatlarına,1
voyenkomatlar,1
sorğuç,1
voyenkomattan,1
lağablarını,1
lağablanğan,1
laçın,1
voyennıy,1
sos,1
voyevodlar,1
voyenniy,1
voykovo,1
lağabıdır,1
lağabnı,1
doğsunlar,1
ametovanı,1
ametovanen,1
akamnı,1
sosin,1
sosiolojik,1
soso,1
sosüranıñ,1
voynı,1
voz,1
voynoviç,1
vozgringe,1
vozmuşçenıy,1
lağabına,1
doğuda,1
sotsialistiçeskiy,1
voznesenskte,1
lağabından,1
sotsializmdeki,1
vpolne,1
sotsializmni,1
vrajayuçi,1
vpeçatleniya,1
doğudığı,1
bayrağından,1
sotsialogizm,1
vrangelcilere,1
vrangelcilernen,1
lağaplarına,1
lağaplarnı,1
vrangelcini,1
vremânkalar,1
lağapnıñ,1
atlanıñız,1
atlanırmız,1
sotsrealistleri,1
soupe,1
vremön,1
vrotslavda,1
lağımları,1
vrubelnen,1
laşkargah,1
laşezde,1
lağar,1
vt,1
vsem,1
laşkovnıñ,1
vtssps,1
doğulğanlar,1
doğulğanda,1
doğulsın,1
sovetlar,1
vucuda,1
vualniñ,1
vucudda,1
leandr,1
leal,1
lcra,1
vucudlarınıñ,1
vucudlarında,1
vucudumıznen,1
vucudqa,1
lebannıñki,1
doğulğanım,1
bayrağıñız,1
ametovlar,1
vucudunu,1
vucudunı,1
lebedevanıñ,1
soveşçaniyede,1
lebedevniñ,1
lebanğa,1
vucudımı,1
vucudımıznı,1
leblerde,1
doğumını,1
doğumına,1
baysunqar,1
leblerge,1
sovhozlarnıñ,1
lebleringe,1
leblerine,1
baysıramay,1
sovhozlarında,1
vucudıñnen,1
lebleriñge,1
vucudıñızdaki,1
lebriz,1
lebleriñni,1
doğuracaqlar,1
atlarday,1
atlardandır,1
sovhozımızdan,1
sovhozımıznın,1
vucutlarnıñ,1
vucutlarnı,1
vucutlarına,1
ledun,1
ledi,1
lebödkalarnıñ,1
sovhozını,1
sovhozının,1
vucutnıñ,1
vucutsız,1
legal,1
doğuracağından,1
doğuracağı,1
vucüd,1
vucıdıñızğa,1
legaşlar,1
vulkan,1
vuld,1
doğuracağını,1
vulkanizatsiya,1
vulkannıñ,1
doğuramay,1
soyacaqmız,1
legenden,1
vurdı,1
doğuramayım,1
baytekin,1
baytallarıñnıñ,1
atlardır,1
ametovlarnı,1
akanf,1
accısıñ,1
abdıratıp,1
abdulezel,1
soyaddaşı,1
soyadlarına,1
soyadnı,1
soyadıdır,1
vuruldı,1
vurulır,1
legenine,1
vuruşur,1
legenini,1
doğuramız,1
vuzda,1
vuzlarğa,1
legennen,1
legençikleriniñ,1
legeniñni,1
doğuramaz,1
vyetnamda,1
vzglâd,1
legerden,1
vznosı,1
legerlerniñ,1
legerimizge,1
doğurayıq,1
vzvoddansıñız,1
vzvodlar,1
vzvoddan,1
vzvodlarğa,1
vzvodları,1
vzvodlarnıñ,1
legioları,1
bayuşkini,1
baytıñız,1
soydan,1
soydañız,1
soydaşlar,1
soydaşlarıma,1
vzvodnen,1
vzvodqa,1
legionğa,1
soydaşlarınıñ,1
soydaşlıqnı,1
vzvodımnıñ,1
vzvodım,1
legionnıñ,1
vzvodına,1
vzvodından,1
vzvodımıznen,1
soydılarmı,1
soydıq,1
vzvodıñ,1
soydıra,1
vzvodıñıznıñ,1
vzvodınıñ,1
legionınıñ,1
doğurdıq,1
soydırdı,1
vâtkina,1
vâtkinanıñ,1
vâtka,1
vâçeslavovna,1
vâçeslavoviç,1
lehcelerine,1
soylarnıñ,1
vö,1
lehceleriniñ,1
lehcelerini,1
soylarıma,1
soylarımdan,1
soylarımı,1
lehceligine,1
vörstni,1
doğurgan,1
doğurdığıñız,1
doğurdığından,1
doğurdımı,1
atlarsız,1
vücüdi,1
vüsatta,1
vücuda,1
vıbor,1
vıdubıçi,1
doğurlamaq,1
doğurladı,1
soyledigime,1
soylegen,1
vıdvigat,1
vıdvijeniye,1
lehcesinden,1
soylulıq,1
soyluqta,1
soyluğıñnı,1
soylı,1
soymadan,1
vıhodila,1
lehcesiniñ,1
doğurlanğan,1
doğurlandı,1
bayvaççaları,1
soymaqmı,1
soymaqnen,1
vıpolneniyem,1
vıqıtlarda,1
lehi,1
vısokiy,1
lehistanda,1
doğurlap,1
doğurlanıp,1
vıstavkasında,1
lehistannı,1
vıyıldınen,1
vıyıltı,1
doğurlağan,1
doğurlattı,1
bayvaççalarından,1
bayvaççalarğa,1
soyqırımnıñ,1
vıyıltıñız,1
vıziyen,1
vıyıltısı,1
vızlatıp,1
soysuzlarğa,1
vızlay,1
vızladı,1
lehlerniñ,1
soysınlar,1
soysızlarğa,1
vızov,1
leiden,1
soyulacaq,1
leimle,1
vızıldamasın,1
doğurmalımı,1
doğurmadımı,1
doğurmadan,1
soyulıp,1
vızıldayaraq,1
vızıldavı,1
vızıldaşıb,1
soyumdan,1
vızıllap,1
lekeledi,1
doğurmamaq,1
soyumı,1
vızıltılı,1
vızıltısında,1
lekelemedim,1
vızıltıñ,1
lekelemekten,1
lekelemegen,1
lekeleme,1
bayvaççanın,1
bayvaççanen,1
atlarıma,1
ametovnen,1
soyunacı,1
soyundım,1
soyundıq,1
soyundır,1
soyundırdı,1
vıñıltı,1
soyundırğan,1
vışinskiyniñ,1
lekelendi,1
vışkadan,1
lekelenip,1
lekelemey,1
soyunmaq,1
vışkalarıdır,1
vışkamıznıñ,1
lekelep,1
lekelerdir,1
doğurmasaq,1
doğurmasa,1
doğurmaqtadır,1
soyunımı,1
vışkarlarğa,1
vışkarlarnı,1
vışkasıdır,1
soyuvları,1
lekelerini,1
lekelerinen,1
lekelerinde,1
vіdsіk,1
vışqağa,1
soyuzvodoproyekt,1
vіr,1
lekeleycek,1
lekelerniñ,1
lekelernen,1
doğurmaylar,1
bayvaççañıznı,1
soyuzına,1
soyuzında,1
w,1
vіzerunkovі,1
wart,1
lekeleysiñiz,1
doğurmazlar,1
xikâyet,1
lekeni,1
doğurmaz,1
soyü,1
xxiv,1
soyğansıñ,1
soyğanı,1
xxv,1
leksikanıñ,1
doğurmağanları,1
xxviii,1
xіv,1
leksikasını,1
soyımız,1
soyın,1
leksikağa,1
doğurmağaydı,1
doğurmağanı,1
bayğuşnı,1
bayğuşlara,1
bayvaççañdan,1
yab,1
sozacaq,1
sozalar,1
yabana,1
yabanca,1
leksikografım,1
leksikografik,1
sozayıq,1
yabancıdır,1
yabancılardan,1
lektor,1
lektorlıq,1
lektorlarından,1
doğursını,1
doğursañ,1
sozmamaq,1
yabancısı,1
yabancımız,1
yabandan,1
yabandır,1
yabanda,1
lektsialarını,1
yabaniylerni,1
yabaniylerden,1
yabaniyleşkenimni,1
yabanlarnen,1
doğurtmadı,1
doğurtasıñ,1
doğurtaraq,1
bayğınlıqnen,1
yabanlaştırdılar,1
yabanlarnıñ,1
sozulmaqta,1
yabanğa,1
yablonskanı,1
lektsiyalarında,1
lektsiyalarına,1
sozulsañ,1
yabloçka,1
yablonskiyler,1
sozulğanda,1
sozulğanlarını,1
yabınıp,1
lektsiyasını,1
lektsiyasında,1
lektsiyası,1
lektsiyalarnı,1
yabırılıp,1
lelenkanı,1
lelenkamız,1
yadamayım,1
yadaqlanu,1
lelenkañıznı,1
doğurtqanınen,1
sozğalap,1
yaddamız,1
sozğanda,1
lemaları,1
lem,1
sozğanım,1
yadigâr,1
sozğanınen,1
yadikârdır,1
lemannı,1
doğurtsaq,1
doğurtqanına,1
bayğınlığında,1
bayğınlıq,1
atlarımızğa,1
akanın,1
yadikârlıqlarğa,1
yadikârlıqlarnı,1
yadikârlıqlarımıznıñ,1
yadikârlıqlarına,1
lemanoviç,1
lemanovdan,1
yadikârlıqnıñ,1
yadikârlıqnı,1
soñbiri,1
yadikârlıqqa,1
lemanovğa,1
doğurtıla,1
doğurturlar,1
doğurttım,1
yadiyle,1
yadrolı,1
lemar,1
yadıman,1
yadına,1
lemarımızğa,1
doğurtılmaz,1
yadındaki,1
yaeılğan,1
lemeşko,1
soñkisine,1
yaganalaymız,1
lemoine,1
lemlev,1
doğurtılıp,1
bayılacaq,1
bayıla,1
yaha,1
yagoda,1
lemselernen,1
doğuru,1
doğurtırım,1
soñmı,1
lemsenen,1
lemsler,1
doğurulsın,1
lemuan,1
yahudayı,1
doğurulttı,1
bayılaman,1
bayılam,1
soñru,1
yahudi,1
yahutlarnı,1
lenanen,1
yahıd,1
lenaralar,1
doğurusını,1
soñudan,1
soñudır,1
soñum,1
soñumı,1
yahınca,1
soñun,1
lenera,1
lenatipniñ,1
leneykasını,1
leneykamıznı,1
doğuruvda,1
bayılayım,1
amfiteatr,1
ametçikten,1
yahşıcaraq,1
yahşıcasını,1
lengel,1
yahşıdırlar,1
yahşılardan,1
lengeri,1
doğuruvğa,1
soñuñ,1
yahşılarnen,1
lengerine,1
lengerimizni,1
soñğacek,1
lengerini,1
soñğuluqqa,1
lengerler,1
doğurğandır,1
bayıldıqlarından,1
bayıldım,1
yahşılaşqan,1
yahşılaşqanğa,1
lengerlerini,1
lengerniñ,1
yahşılaştıruv,1
doğurğanman,1
doğurğanlardır,1
soğanda,1
yahşılaştıruvğa,1
yahşılaşuvğa,1
doğurğanmı,1
yahşılaşıp,1
leninabaddan,1
leninabaddaki,1
bayılsam,1
bayılmaq,1
atlarıña,1
soğansıñ,1
soğanımız,1
soğu,1
yahşılıqlarnı,1
yahşılıqlarını,1
leninabadlı,1
yahşılıqta,1
bayıltqan,1
soğuqlardan,1
soğutına,1
soğuşlarda,1
leninceler,1
doğurğanıñ,1
yahşılığımnı,1
lenincilik,1
doğurı,1
bayılttı,1
atlarıñnıñ,1
span,1
yahşılığıñıznı,1
yahşılığıñız,1
yahşımnı,1
doğurıla,1
doğurıcı,1
spartakiadasına,1
spartakiadasında,1
yahşınnı,1
doğurılacaq,1
spartan,1
yahşısına,1
yahşısınmı,1
yahşısımen,1
bayıltıp,1
atlarıñıznı,1
amfiteatrine,1
amfiteatrdeki,1
akatsiyalarnıñ,1
yahşısızmı,1
yahşısız,1
yair,1
leningradnıñ,1
yairge,1
yaklasstan,1
leninizmni,1
leninizmnen,1
doğurılsa,1
yakovleviçniñ,1
yakovnıñ,1
yakovlevnanıñ,1
leninnin,1
spektakllerden,1
yakuboviç,1
yakuboviçnen,1
leninoda,1
leninskaya,1
yakutnıñ,1
doğurırdı,1
bayılğanına,1
bayılğanman,1
bayıluv,1
spektakllernen,1
yakım,1
yakınlarında,1
leninşınas,1
lenkoran,1
leninölu,1
spekulântlar,1
yalama,1
spendiarovnıñ,1
spendiyarovnıñ,1
spenser,1
yalamam,1
lenmeyü,1
lennara,1
doğurıñız,1
doğurırım,1
spetskomendaturanıñ,1
yalanayaqmız,1
spetsnaz,1
yalanci,1
lenoçka,1
doğuvda,1
spidolanı,1
yalancılarnı,1
spikeri,1
spikulântnıñ,1
spiniglerniñ,1
lentalarını,1
lentaları,1
yalancılıqları,1
spiningler,1
yalancılıqnen,1
lentamı,1
doğuvğa,1
bayıma,1
atlasdan,1
atlarıñıznıñ,1
spiridonov,1
spirina,1
spiro,1
yalancılığından,1
yalancılığınen,1
yalancılıqta,1
yalancısıñ,1
yalancısı,1
lentasıday,1
yalandur,1
sploşnoy,1
yalanlamaqtasıñız,1
sponsorlıq,1
spora,1
lentaçıqnen,1
lentasınıñ,1
lentasını,1
doğuvına,1
sporaları,1
yalanlarsız,1
yalanlarnıñ,1
yalanlarım,1
yalanları,1
lenurnı,1
sportsmenge,1
sporttaki,1
lenyarağa,1
lenyara,1
leokadiya,1
leon,1
doğuğa,1
doğuyur,1
bayıması,1
bayımadımı,1
sportçılarğa,1
sportçılarımıznıñ,1
yalanqat,1
yalançıqlar,1
yalançıqtan,1
leonenkoğa,1
leonenko,1
spravkalarnen,1
yalanğıç,1
spravkanı,1
leonov,1
leonora,1
spravkasını,1
spur,1
yalanın,1
sredazgidroenergolroskt,1
leopard,1
doğuşıñ,1
doğuşınıñ,1
doğuş,1
srednevekovıye,1
srub,1
yalanıñ,1
ssc,1
lepe,1
leopardnıñ,1
ssnelerinde,1
ssnesi,1
ssptu,1
yalaqdaşı,1
lepi,1
lepeşinskaya,1
doğğance,1
ssrni,1
yalaqlı,1
leppey,1
lepilovkada,1
yalarken,1
yalasın,1
lera,1
doğğancek,1
bayımızğa,1
atlasnı,1
atlaslarğa,1
amforalarnıñ,1
adetinde,1
adetimni,1
sssrni,1
ssuda,1
ssudasız,1
ssçiler,1
ssçilerniñ,1
stabilleşip,1
stabilleşme,1
yalaya,1
yalatır,1
yalağanı,1
yalağanğa,1
yalatıp,1
stadionlarını,1
yalağında,1
stadionımız,1
yalağındaki,1
leridir,1
stadionında,1
yalbırap,1
stajirovkağa,1
stajor,1
lerinden,1
doğğanina,1
bayınıñ,1
bayınen,1
stakandaki,1
stakandan,1
yaldadıq,1
yaldadım,1
leriñden,1
leriñ,1
stakanlarımıznı,1
stakanlarını,1
yaldamañız,1
lermontovda,1
yaldar,1
stakançıqnıñ,1
lermontovlarını,1
lermontovdan,1
doğğanlarnı,1
bayıp,1
atlasqa,1
stakanınen,1
stalina,1
yaldatıcı,1
yaldatıp,1
yaldattım,1
yaldavuçları,1
yaldavda,1
doğğanlarından,1
stalinday,1
yaldavuçı,1
lerze,1
lerovnıñ,1
yaldaymız,1
leskalarına,1
doğğanmız,1
bayıra,1
yaldaysıñ,1
yaldağanday,1
leskerim,1
leskeri,1
leskerge,1
yaldız,1
yaldızlamalar,1
leskerine,1
yaldızlamanıñ,1
leskerlerge,1
leskerini,1
leskerin,1
doğğanğa,1
atlasta,1
amforasını,1
stambulnıñ,1
yaldızlansa,1
yaldızlanmağan,1
standarttan,1
standartı,1
yaldızlanğanı,1
lesnaya,1
leskerni,1
leskerleri,1
stanislavskiyge,1
stanitsası,1
stantsion,1
yaldızlav,1
lesniçiynen,1
lesniçiy,1
yaldıznıñ,1
yalisinda,1
lesosplavğa,1
doğğanımnı,1
doğğanıma,1
stantsiyalardaki,1
yalmab,1
yaliñiz,1
yalmayman,1
yalmadı,1
lespromhozlar,1
stantsiyalarından,1
stantsiyalarını,1
yalnız,1
yalova,1
yalmağızі,1
yalpanıp,1
yalpah,1
lespromhoznıñ,1
lespromhozda,1
atlasın,1
stantsiyasındaki,1
yalpaydı,1
yalpayuv,1
yalpata,1
yalpağı,1
yalpaştı,1
letafetini,1
doğğanıñnı,1
staro,1
yalpaşıp,1
yalqar,1
letafetlidir,1
starojilçeskogo,1
letafetlik,1
letafetligini,1
doğğanıñnıñ,1
doğğanınıñ,1
letaif,1
letaiful,1
doğıyur,1
yalqıldağan,1
letiyu,1
doşöl,1
bayırları,1
leton,1
lets,1
dp,1
letsenziya,1
yaltalarda,1
dpz,1
bayırlı,1
atlatmam,1
atlasından,1
amidenen,1
akañnıñ,1
startörnı,1
starıh,1
starıtskayanıñ,1
starşinamız,1
yaltalım,1
letuçkağa,1
statika,1
yaltandan,1
yaltamsıñ,1
dragoştan,1
statisti,1
statistika,1
statistikasına,1
statistikasınıñ,1
yaltaqlanamız,1
yaltaq,1
statusta,1
yaltaqlandım,1
yaltaqlanmağa,1
levadenko,1
drahman,1
dr,1
statuyalar,1
stavkanıñ,1
stavkasına,1
yaltaqlanuvı,1
stavrida,1
yaltaqlanıb,1
levalarnıñ,1
yaltaqları,1
levalarınıñ,1
levaları,1
levalarnı,1
staçka,1
yaltaqlıqtan,1
yaltaqlıqnı,1
stelalar,1
levanovskiy,1
stellalarnı,1
stellalarınıñ,1
stelmah,1
stemlerni,1
yaltray,1
dramalarnı,1
dramada,1
dramacılıqta,1
bayırçıqnıñ,1
stenografik,1
stenografiya,1
stenokardiyadan,1
yaltırab,1
yaltıradılar,1
yaltıra,1
stepannıñ,1
yaltıratdı,1
levazimatı,1
levazimat,1
yaltıratıb,1
stepanovnanıñ,1
stepanovnıñ,1
levazimi,1
levazimge,1
yaltırağanı,1
levaziminden,1
dramamnıñ,1
dramalarnıñ,1
stepaşkası,1
stepte,1
sterlitamaq,1
levazimlerine,1
stetsko,1
levendim,1
dramamı,1
yalvaradır,1
bayırına,1
yalvaranı,1
yalvaraman,1
stilindeki,1
stiline,1
stilistikasını,1
stilizatsiyalar,1
yalvarayıq,1
stillerinde,1
levhagrafikadan,1
levhadan,1
bayırından,1
atlattıñ,1
atlattım,1
atlatqan,1
stillerni,1
stimullarını,1
stipendiyalar,1
stipendiyamız,1
stipendiyanen,1
stirlingde,1
yalvardıq,1
yalvarmadı,1
levhagrafikanıñ,1
yalvarmalarnıñ,1
levhalara,1
dramasındaki,1
stolb,1
stolbadan,1
stolbalardan,1
stolbanı,1
stolbasında,1
stolbasındaki,1
stoldakilerden,1
yalvarmaqnen,1
yalvarmaqnıñ,1
levhalardır,1
yalvarması,1
levhalardan,1
bayıtmaqtadır,1
stollarnen,1
yalvarmasını,1
yalvarmay,1
yalvarmasınen,1
yalvarmañız,1
yalvarmış,1
levhalarıdır,1
dramatikligini,1
stolundaki,1
levhalarında,1
yalvarsammı,1
dramatikliginiñ,1
yalvarsañız,1
stolârov,1
yalvarsınmı,1
levhalarınen,1
bayıttı,1
bayıtqanı,1
atlavnen,1
yalvartmaylar,1
yalvartmay,1
stolımda,1
yalvaruvda,1
levhalarıñıznı,1
stolını,1
yalvaruvnı,1
yalvaruvlarını,1
stolıñnı,1
yalvaruvından,1
yalvaruvnıñ,1
levhanen,1
dramatizminen,1
levhasında,1
yalvarğanlardan,1
levhasınen,1
levhasından,1
levhasın,1
stounerle,1
yalvarğanıma,1
levhasınıñ,1
yalvarıb,1
levhağace,1
dramaturgiyamiz,1
dramaturgiyadaki,1
bayıtıp,1
atlavuç,1
amidovnı,1
amidovnen,1
adetindekinden,1
stranitsaçıq,1
yalvarırca,1
yalvarırsıñ,1
leviden,1
strofa,1
strofanıñ,1
yalvarıy,1
stroykontora,1
yalvarış,1
levin,1
dramaturgiyamızda,1
strukturaca,1
strukturaları,1
strukturalı,1
yalvarışlarını,1
yalvarışı,1
leviniñ,1
yalçımay,1
strukturasınca,1
levitan,1
levit,1
dramaturgiyamızdaki,1
bayıñıznıñ,1
yalñızım,1
yalğalanğan,1
levitannıñ,1
yalğamalarğa,1
yalğaması,1
levitina,1
levitannen,1
yalğından,1
yalğın,1
studebekker,1
studenler,1
studenleri,1
studenleriniñ,1
studenlik,1
yalıboyda,1
yalıboy,1
yalğana,1
bayığanlar,1
atlayatqan,1
studentimiz,1
studentini,1
yalıboylı,1
yalıboylü,1
yalıboyuna,1
yalıboylarında,1
yalıdalar,1
studentlerinden,1
yalıga,1
levze,1
levkas,1
dramaturgiyasınen,1
yalılarnıñ,1
yalılarnı,1
leyali,1
yalılarıñ,1
yalılarınıñ,1
studentmiz,1
yalımda,1
leyhacı,1
dramaturgiyasız,1
bazadaki,1
baz,1
atlayaraq,1
studentsiñmi,1
studi,1
yalınayaqları,1
yalınayağınen,1
leyhalap,1
studiyadan,1
studiyalarını,1
studiyamızğa,1
yalınbaşmız,1
leyhalarnı,1
leyhalar,1
leyhalandırılğan,1
yalında,1
yalınday,1
leyhalarnıñ,1
studiyasınıñ,1
studiyasız,1
yalınlap,1
leyhalarında,1
leyhalarımız,1
dramaturgları,1
dramaturglardan,1
stullar,1
stullardan,1
yalınlarnıñ,1
leyhalarınıñ,1
leyhalarını,1
stusnı,1
yalınlarından,1
yalınlağan,1
leyhamnı,1
dramaturglarımızdan,1
stüardessağa,1
stüart,1
stüdebekker,1
stıd,1
yalınmaz,1
leyhasnıñ,1
dramaturglarından,1
yalının,1
bazalar,1
bazaertesi,1
bazadır,1
sualde,1
yalınıız,1
leyhasınınıñ,1
dramaturglıqta,1
leyhinde,1
yalısındakilerni,1
leyiha,1
leyi,1
leyhağa,1
bazalarımıznı,1
sualin,1
yalıyya,1
leyihası,1
leyk,1
dramaturgımıznıñ,1
dramaturgımız,1
yalıñğız,1
dramaturgına,1
leyleklerge,1
dramkrujok,1
bazalarına,1
bazalarımıznıñ,1
atlaz,1
atlaylar,1
akbarnı,1
yalıñızsıñ,1
yalıñızsıñmı,1
yalıñızmız,1
yalışıp,1
yamalaq,1
leylâda,1
leyleklerniñ,1
yamalsın,1
leylâlar,1
leylâhannı,1
yamamaq,1
yamamasañ,1
leylâlarğa,1
dramtögereklerden,1
dramtögerekke,1
yamandur,1
yamanda,1
yamanlama,1
yamanladılar,1
dramtögerekleri,1
sualleriñni,1
yamanlamadım,1
yamanlamaqnı,1
leylâçıqnı,1
leylâçıqqa,1
yamanlamazdan,1
dranişçevniñ,1
bazamızda,1
bazam,1
atlañız,1
sualnı,1
yamanlanacaq,1
yamanlar,1
leyptsig,1
suat,1
yamanlarnı,1
yamanlasañ,1
leytenantları,1
drantahtası,1
yamanlaycağım,1
yamanlayaraq,1
yamanlaysıñ,1
yamanlağan,1
yamanlaysız,1
drapat,1
drantahtalarnı,1
subaylarında,1
yamanlıhları,1
yamanlağanını,1
yamanlıqlarnı,1
leytenantqace,1
yamanlıqmı,1
leyteske,1
leytmotivi,1
leytmotividir,1
drenajğa,1
drenajnıñ,1
atlağanımnen,1
amili,1
amilelik,1
yamanlıqçün,1
yamanlığıma,1
leytmotivini,1
yamanlığından,1
yamannay,1
lezetin,1
drezdende,1
subetdeşinden,1
yamannen,1
yamannıñ,1
drezdenge,1
subetdeşke,1
yamansıñ,1
lezetlenmek,1
lezetlengen,1
bazanar,1
bazanamız,1
subetdeşlerine,1
subetdeşnen,1
subetdeşniñ,1
lezetlerni,1
lezetlerinden,1
yamaqları,1
yamatqaydıñ,1
drezinada,1
drezinacı,1
yamavlarını,1
yamavlıq,1
yamavlarnen,1
yamavnı,1
lezetten,1
lezetni,1
bazanasıñız,1
atlağanıñnen,1
subetiñiz,1
subetiñizge,1
subetiñizni,1
subetiñni,1
yamaçlarda,1
yamaçlarnıñ,1
lezgi,1
yamaçlarındaki,1
subetlerim,1
yamağanını,1
lezginkanıñ,1
drillometr,1
leziz,1
lezine,1
yamladı,1
yaminle,1
drozd,1
bazandım,1
yampileşken,1
yamyam,1
drozdetskiyniñ,1
subetleriniñ,1
subetleriñizni,1
lezzetince,1
subetleş,1
yanacaqlar,1
drugoy,1
bazandıq,1
subetleşecek,1
lezzetiyab,1
lezzetlerinden,1
drujba,1
yanagı,1
lezzetlisinden,1
drujinacı,1
bazanmamalıdır,1
atlet,1
atlerden,1
amiliñ,1
akbarov,1
adetindendir,1
acderalar,1
abdırav,1
abaşidze,1
abaka,1
abajurğa,1
abadqa,1
subetleşini,1
subetleşiñiz,1
subetleşkenim,1
subetleşkenlerni,1
subetleşmegence,1
leç,1
lezzetlisiñ,1
leçeniye,1
leçit,1
drujinalar,1
drujinacılardan,1
yanaqlarğa,1
yanaqlarımdan,1
leñiz,1
yanaqlarımız,1
leşenko,1
leşek,1
drujinalarını,1
bazanmaqnı,1
leşimizge,1
drujinnik,1
subetleşüvler,1
subetli,1
yanaqlım,1
yanaqqa,1
drujinnikler,1
yanaraq,1
drujinniklerden,1
bazanmasañ,1
bazanmaqta,1
atli,1
subetçiler,1
yanarman,1
leşlerin,1
leşkere,1
yanasın,1
yanarttıq,1
drujinnikleriniñ,1
yanasıñmı,1
yanayatır,1
drujinniklernen,1
subhiniñ,1
leştirecek,1
drujinniklerni,1
bazanmağan,1
bazanmayım,1
subiyannıñ,1
subiyemiz,1
yanaçığından,1
yanaçığıñ,1
lgovskoye,1
substratı,1
yanağıdan,1
yanağımdan,1
libasların,1
drunina,1
yanağımızdaki,1
libaslarına,1
yanağındaki,1
libasın,1
dtkğa,1
bazansañ,1
atlıday2,1
amillerge,1
subyektiniñ,1
yanağınen,1
yanağıñda,1
yanağıñız,1
yanağıña,1
liberallar,1
subütleşken,1
yanağıñızdan,1
liberiya,1
yanaşabileler,1
yanaşacaqlar,1
libknehtniñ,1
liberelleşmesi,1
libazğa,1
sudakskiy,1
sudan,1
yanaşalap,1
yanaşalarından,1
librettosı,1
libretto,1
sudaqnen,1
sudaqnı,1
lidaçıqnıñ,1
yanaşasındıki,1
yanaşasınen,1
lidağa,1
lidalarğa,1
library,1
bazanğanlar,1
sudağa,1
sudağimniñ,1
sudağım,1
sudbaları,1
suditi,1
sudlanğan,1
yanaşasıñız,1
sudlarında,1
sudlarını,1
yanaşaña,1
liderge,1
yanaşağa,1
yanaşdaki,1
liderine,1
liderdir,1
suduna,1
yanaşmadı,1
sudunı,1
yanaşmanı,1
liderlerge,1
duaga,1
bazanıla,1
sudyalardan,1
sudyalıq,1
yanaşmaqnıñ,1
liderlerimizniñ,1
liderlerimiznen,1
yanaşmaycaqmı,1
yanaşmayuv,1
liderlerine,1
dualardan,1
yanaşmayıq,1
dualarnen,1
suf,1
yanaşqanlar,1
suffe,1
